Time (ps) dt = 0.005 ps, Potential energy (eV/cell) dt = 0.005 ps, Kinetic energy (eV/cell) dt = 0.005 ps, Total energy (ev/cell) dt = 0.005 ps, Time (ps) dt = 0.010 ps, Potential energy (eV/cell) dt = 0.010 ps, Kinetic energy (eV/cell) dt = 0.010 ps, Total energy (ev/cell) dt = 0.010 ps, Time (ps) dt = 0.020 ps, Potential energy (eV/cell) dt = 0.020 ps, Kinetic energy (eV/cell) dt = 0.020 ps, Total energy (ev/cell) dt = 0.020 ps
5.00000000e-02, 4.66554535e-01, 3.17102983e-01, 7.83657518e-01, 1.00000000e-01, 4.56286048e-01, 3.02400047e-01, 7.58686095e-01, 2.00000000e-01, 3.71365398e-01, 2.77480346e-01, 6.48845744e-01
5.50000000e-02, 4.88301579e-01, 2.94933790e-01, 7.83235369e-01, 1.10000000e-01, 4.28720929e-01, 3.29213005e-01, 7.57933934e-01, 2.20000000e-01, 3.63977861e-01, 2.79331385e-01, 6.43309246e-01
6.00000000e-02, 4.65011014e-01, 3.16721640e-01, 7.81732654e-01, 1.20000000e-01, 3.44358830e-01, 4.08100426e-01, 7.52459256e-01, 2.40000000e-01, 3.83711533e-01, 2.77226911e-01, 6.60938444e-01
6.50000000e-02, 4.19830204e-01, 3.60395335e-01, 7.80225540e-01, 1.30000000e-01, 2.93225006e-01, 4.55417335e-01, 7.48642341e-01, 2.60000000e-01, 3.42859823e-01, 3.09380604e-01, 6.52240427e-01
7.00000000e-02, 3.77336312e-01, 4.02019874e-01, 7.79356186e-01, 1.40000000e-01, 3.38372496e-01, 4.12991167e-01, 7.51363663e-01, 2.80000000e-01, 3.79764848e-01, 2.81828363e-01, 6.61593210e-01
7.50000000e-02, 3.53038235e-01, 4.26097821e-01, 7.79136056e-01, 1.50000000e-01, 4.33429649e-01, 3.25644878e-01, 7.59074527e-01, 3.00000000e-01, 3.71838663e-01, 2.88713120e-01, 6.60551783e-01
8.00000000e-02, 3.52069022e-01, 4.27232782e-01, 7.79301804e-01, 1.60000000e-01, 4.60078524e-01, 3.01093694e-01, 7.61172218e-01, 3.20000000e-01, 3.39121717e-01, 3.10094101e-01, 6.49215818e-01
8.50000000e-02, 3.71886354e-01, 4.07941531e-01, 7.79827884e-01, 1.70000000e-01, 3.90394436e-01, 3.63307872e-01, 7.53702308e-01, 3.40000000e-01, 3.92810360e-01, 2.71637347e-01, 6.64447707e-01
9.00000000e-02, 4.03912085e-01, 3.76623655e-01, 7.80535740e-01, 1.80000000e-01, 3.30171967e-01, 4.20339885e-01, 7.50511852e-01, 3.60000000e-01, 3.89253109e-01, 2.69650375e-01, 6.58903485e-01
9.50000000e-02, 4.36225923e-01, 3.44975792e-01, 7.81201715e-01, 1.90000000e-01, 3.37329815e-01, 4.15450619e-01, 7.52780434e-01, 3.80000000e-01, 3.49117936e-01, 3.13877516e-01, 6.62995452e-01
1.00000000e-01, 4.57445827e-01, 3.24198302e-01, 7.81644129e-01, 2.00000000e-01, 3.81406565e-01, 3.74156666e-01, 7.55563231e-01, 4.00000000e-01, 3.21598759e-01, 3.28597908e-01, 6.50196667e-01
1.05000000e-01, 4.59866017e-01, 3.21929827e-01, 7.81795844e-01, 2.10000000e-01, 4.11466650e-01, 3.45723969e-01, 7.57190619e-01, 4.20000000e-01, 4.23756844e-01, 2.58737758e-01, 6.82494602e-01
1.10000000e-01, 4.40997320e-01, 3.40645074e-01, 7.81642394e-01, 2.20000000e-01, 4.01211576e-01, 3.54309368e-01, 7.55520945e-01, 4.40000000e-01, 3.64536371e-01, 2.99697688e-01, 6.64234059e-01
1.15000000e-01, 4.04159153e-01, 3.76906801e-01, 7.81065955e-01, 2.30000000e-01, 3.76620690e-01, 3.76372480e-01, 7.52993170e-01, 4.60000000e-01, 3.73452063e-01, 3.00723111e-01, 6.74175174e-01
1.20000000e-01, 3.58987531e-01, 4.21287632e-01, 7.80275164e-01, 2.40000000e-01, 3.77026757e-01, 3.76724416e-01, 7.53751173e-01, 4.80000000e-01, 3.76962397e-01, 3.01860884e-01, 6.78823281e-01
1.25000000e-01, 3.18930090e-01, 4.60608451e-01, 7.79538541e-01, 2.50000000e-01, 3.92887164e-01, 3.64020486e-01, 7.56907650e-01, 5.00000000e-01, 3.68068325e-01, 3.05997459e-01, 6.74065784e-01
1.30000000e-01, 2.96663660e-01, 4.82431289e-01, 7.79094949e-01, 2.60000000e-01, 3.82311118e-01, 3.73055535e-01, 7.55366653e-01, 5.20000000e-01, 3.76744964e-01, 3.02569189e-01, 6.79314153e-01
1.35000000e-01, 2.99698596e-01, 4.79399382e-01, 7.79097978e-01, 2.70000000e-01, 3.63623845e-01, 3.90058790e-01, 7.53682635e-01, 5.40000000e-01, 3.67636323e-01, 3.04206573e-01, 6.71842896e-01
1.40000000e-01, 3.28087841e-01, 4.51465483e-01, 7.79553324e-01, 2.80000000e-01, 3.66285818e-01, 3.88353869e-01, 7.54639687e-01, 5.60000000e-01, 3.92441190e-01, 2.83444691e-01, 6.75885881e-01
1.45000000e-01, 3.74133685e-01, 4.06179488e-01, 7.80313172e-01, 2.90000000e-01, 3.81135368e-01, 3.74088443e-01, 7.55223811e-01, 5.80000000e-01, 3.83931878e-01, 2.98305802e-01, 6.82237679e-01
1.50000000e-01, 4.24080100e-01, 3.57346424e-01, 7.81426524e-01, 3.00000000e-01, 3.95813343e-01, 3.60038495e-01, 7.55851838e-01, 6.00000000e-01, 3.67017622e-01, 3.17686931e-01, 6.84704554e-01
1.55000000e-01, 4.60547456e-01, 3.21740824e-01, 7.82288280e-01, 3.10000000e-01, 3.98129020e-01, 3.58155080e-01, 7.56284100e-01, 6.20000000e-01, 3.65206787e-01, 3.26610956e-01, 6.91817744e-01
1.60000000e-01, 4.70049671e-01, 3.12437545e-01, 7.82487216e-01, 3.20000000e-01, 3.82501447e-01, 3.73500153e-01, 7.56001600e-01, 6.40000000e-01, 4.11309330e-01, 2.87233383e-01, 6.98542712e-01
1.65000000e-01, 4.50007177e-01, 3.31825923e-01, 7.81833101e-01, 3.30000000e-01, 3.59839207e-01, 3.93908662e-01, 7.53747869e-01, 6.60000000e-01, 4.17766944e-01, 2.88178488e-01, 7.05945432e-01
1.70000000e-01, 4.10619619e-01, 3.70172743e-01, 7.80792362e-01, 3.40000000e-01, 3.62577370e-01, 3.90915722e-01, 7.53493092e-01, 6.80000000e-01, 3.39038462e-01, 3.47390896e-01, 6.86429359e-01
1.75000000e-01, 3.68483708e-01, 4.11432611e-01, 7.79916319e-01, 3.50000000e-01, 3.94008129e-01, 3.62248698e-01, 7.56256827e-01, 7.00000000e-01, 4.01568509e-01, 3.01036591e-01, 7.02605100e-01
1.80000000e-01, 3.37806127e-01, 4.41714466e-01, 7.79520593e-01, 3.60000000e-01, 4.17490755e-01, 3.39770138e-01, 7.57260893e-01, 7.20000000e-01, 4.05777629e-01, 2.96003083e-01, 7.01780713e-01
1.85000000e-01, 3.25609780e-01, 4.53965260e-01, 7.79575040e-01, 3.70000000e-01, 4.15257682e-01, 3.41115599e-01, 7.56373281e-01, 7.40000000e-01, 4.08189421e-01, 3.00722969e-01, 7.08912389e-01
1.90000000e-01, 3.31710359e-01, 4.48198423e-01, 7.79908782e-01, 3.80000000e-01, 3.99318516e-01, 3.56848195e-01, 7.56166711e-01, 7.60000000e-01, 3.74862363e-01, 3.27225467e-01, 7.02087830e-01
1.95000000e-01, 3.50942732e-01, 4.29345532e-01, 7.80288264e-01, 3.90000000e-01, 3.76615787e-01, 3.80129106e-01, 7.56744893e-01, 7.80000000e-01, 3.86433209e-01, 3.21861821e-01, 7.08295030e-01
2.00000000e-01, 3.76365562e-01, 4.04334175e-01, 7.80699738e-01, 4.00000000e-01, 3.45358250e-01, 4.09438095e-01, 7.54796345e-01, 8.00000000e-01, 3.99643116e-01, 3.11971114e-01, 7.11614230e-01
2.05000000e-01, 4.00579308e-01, 3.80514129e-01, 7.81093438e-01, 4.10000000e-01, 3.34400045e-01, 4.18640843e-01, 7.53040888e-01, 8.20000000e-01, 4.00047537e-01, 3.14751944e-01, 7.14799481e-01
2.10000000e-01, 4.16814597e-01, 3.64525545e-01, 7.81340142e-01, 4.20000000e-01, 3.66683010e-01, 3.87934285e-01, 7.54617295e-01, 8.40000000e-01, 3.89412431e-01, 3.15784243e-01, 7.05196674e-01
2.15000000e-01, 4.21013799e-01, 3.60317382e-01, 7.81331181e-01, 4.30000000e-01, 4.16919880e-01, 3.40868131e-01, 7.57788011e-01, 8.60000000e-01, 4.16622466e-01, 3.08058471e-01, 7.24680937e-01
2.20000000e-01, 4.13604954e-01, 3.67440671e-01, 7.81045625e-01, 4.40000000e-01, 4.35034438e-01, 3.23532341e-01, 7.58566779e-01, 8.80000000e-01, 3.83866741e-01, 3.37333012e-01, 7.21199754e-01
2.25000000e-01, 3.99260654e-01, 3.81423822e-01, 7.80684476e-01, 4.50000000e-01, 4.08386378e-01, 3.47583999e-01, 7.55970377e-01, 9.00000000e-01, 4.06765491e-01, 3.23228935e-01, 7.29994426e-01
2.30000000e-01, 3.84432534e-01, 3.95852801e-01, 7.80285334e-01, 4.60000000e-01, 3.75473028e-01, 3.78742226e-01, 7.54215253e-01, 9.20000000e-01, 4.12974017e-01, 3.13713213e-01, 7.26687229e-01
2.35000000e-01, 3.75447476e-01, 4.04672302e-01, 7.80119778e-01, 4.70000000e-01, 3.66235952e-01, 3.88335915e-01, 7.54571867e-01, 9.40000000e-01, 4.25415395e-01, 3.12926303e-01, 7.38341697e-01
2.40000000e-01, 3.75518851e-01, 4.04754665e-01, 7.80273516e-01, 4.80000000e-01, 3.78790450e-01, 3.77119145e-01, 7.55909596e-01, 9.60000000e-01, 3.83208109e-01, 3.50832362e-01, 7.34040470e-01
2.45000000e-01, 3.82969792e-01, 3.97676501e-01, 7.80646293e-01, 4.90000000e-01, 3.91332428e-01, 3.66112252e-01, 7.57444681e-01, 9.80000000e-01, 4.06697470e-01, 3.31428060e-01, 7.38125530e-01
2.50000000e-01, 3.92060700e-01, 3.89017586e-01, 7.81078285e-01, 5.00000000e-01, 3.82260739e-01, 3.73944729e-01, 7.56205467e-01, 1.00000000e+00, 4.24927306e-01, 3.22794673e-01, 7.47721979e-01
2.55000000e-01, 3.96114937e-01, 3.85219743e-01, 7.81334680e-01, 5.10000000e-01, 3.66931180e-01, 3.87920492e-01, 7.54851673e-01, 1.02000000e+00, 3.94277973e-01, 3.37523382e-01, 7.31801356e-01
2.60000000e-01, 3.91628609e-01, 3.89484719e-01, 7.81113329e-01, 5.20000000e-01, 3.67746793e-01, 3.87374718e-01, 7.55121511e-01, 1.04000000e+00, 4.45833212e-01, 3.10385867e-01, 7.56219078e-01
2.65000000e-01, 3.81420727e-01, 3.99248853e-01, 7.80669580e-01, 5.30000000e-01, 3.81618897e-01, 3.74828523e-01, 7.56447420e-01, 1.06000000e+00, 4.14671361e-01, 3.33518944e-01, 7.48190305e-01
2.70000000e-01, 3.71828749e-01, 4.08611968e-01, 7.80440718e-01, 5.40000000e-01, 3.87898618e-01, 3.68825870e-01, 7.56724489e-01, 1.08000000e+00, 4.34760652e-01, 3.24600756e-01, 7.59361408e-01
2.75000000e-01, 3.67185265e-01, 4.13254013e-01, 7.80439278e-01, 5.50000000e-01, 3.82029433e-01, 3.73562304e-01, 7.55591737e-01, 1.10000000e+00, 3.90162194e-01, 3.61341987e-01, 7.51504181e-01
2.80000000e-01, 3.68186495e-01, 4.12374974e-01, 7.80561469e-01, 5.60000000e-01, 3.80276356e-01, 3.74548314e-01, 7.54824670e-01, 1.12000000e+00, 4.12532990e-01, 3.46871327e-01, 7.59404318e-01
2.85000000e-01, 3.73237597e-01, 4.07454183e-01, 7.80691780e-01, 5.70000000e-01, 3.90886360e-01, 3.65479690e-01, 7.56366050e-01, 1.14000000e+00, 4.35844218e-01, 3.22758662e-01, 7.58602879e-01
2.90000000e-01, 3.80429038e-01, 4.00356346e-01, 7.80785384e-01, 5.80000000e-01, 3.94361900e-01, 3.62053800e-01, 7.56415700e-01, 1.16000000e+00, 4.39481043e-01, 3.24146920e-01, 7.63627963e-01
2.95000000e-01, 3.88454981e-01, 3.92343568e-01, 7.80798550e-01, 5.90000000e-01, 3.89253496e-01, 3.66213688e-01, 7.55467185e-01, 1.18000000e+00, 4.27335910e-01, 3.43405744e-01, 7.70741654e-01
3.00000000e-01, 3.96386859e-01, 3.84479443e-01, 7.80866302e-01, 6.00000000e-01, 3.84667938e-01, 3.71802105e-01, 7.56470043e-01, 1.20000000e+00, 4.40975797e-01, 3.36815984e-01, 7.77791782e-01
3.05000000e-01, 4.02667501e-01, 3.78344779e-01, 7.81012280e-01, 6.10000000e-01, 3.70050572e-01, 3.85266865e-01, 7.55317437e-01, 1.22000000e+00, 4.29497643e-01, 3.45700090e-01, 7.75197733e-01
3.10000000e-01, 4.05182637e-01, 3.75945045e-01, 7.81127682e-01, 6.20000000e-01, 3.62458391e-01, 3.92644514e-01, 7.55102905e-01, 1.24000000e+00, 4.25486369e-01, 3.50929606e-01, 7.76415975e-01
3.15000000e-01, 4.02489877e-01, 3.78621559e-01, 7.81111436e-01, 6.30000000e-01, 3.70193121e-01, 3.85932680e-01, 7.56125801e-01, 1.26000000e+00, 4.36692727e-01, 3.46488262e-01, 7.83180989e-01
3.20000000e-01, 3.94786870e-01, 3.86295804e-01, 7.81082675e-01, 6.40000000e-01, 3.77972912e-01, 3.78630065e-01, 7.56602977e-01, 1.28000000e+00, 4.28622131e-01, 3.51880156e-01, 7.80502288e-01
3.25000000e-01, 3.83244098e-01, 3.97706186e-01, 7.80950284e-01, 6.50000000e-01, 3.80358888e-01, 3.75421627e-01, 7.55780515e-01, 1.30000000e+00, 4.57894054e-01, 3.30619997e-01, 7.88514051e-01
3.30000000e-01, 3.70740237e-01, 4.09901459e-01, 7.80641696e-01, 6.60000000e-01, 3.91384572e-01, 3.63569461e-01, 7.54954033e-01, 1.32000000e+00, 4.51364796e-01, 3.37168056e-01, 7.88532852e-01
3.35000000e-01, 3.62124107e-01, 4.18216072e-01, 7.80340179e-01, 6.70000000e-01, 4.19379865e-01, 3.37910536e-01, 7.57290401e-01, 1.34000000e+00, 4.20270335e-01, 3.67948750e-01, 7.88219085e-01
3.40000000e-01, 3.61871350e-01, 4.18389619e-01, 7.80260969e-01, 6.80000000e-01, 4.30737349e-01, 3.28663817e-01, 7.59401165e-01, 1.36000000e+00, 4.26217463e-01, 3.56275837e-01, 7.82493300e-01
3.45000000e-01, 3.71214332e-01, 4.09257116e-01, 7.80471448e-01, 6.90000000e-01, 3.96524235e-01, 3.60825635e-01, 7.57349870e-01, 1.38000000e+00, 4.61069527e-01, 3.31749919e-01, 7.92819446e-01
3.50000000e-01, 3.87082423e-01, 3.93791366e-01, 7.80873789e-01, 7.00000000e-01, 3.46604834e-01, 4.07449595e-01, 7.54054428e-01, 1.40000000e+00, 4.33303486e-01, 3.51679948e-01, 7.84983434e-01
3.55000000e-01, 4.03946653e-01, 3.77244451e-01, 7.81191104e-01, 7.10000000e-01, 3.31848594e-01, 4.21019679e-01, 7.52868273e-01, 1.42000000e+00, 4.54297066e-01, 3.47232865e-01, 8.01529932e-01
3.60000000e-01, 4.17118688e-01, 3.64233457e-01, 7.81352145e-01, 7.20000000e-01, 3.68095123e-01, 3.87632910e-01, 7.55728033e-01, 1.44000000e+00, 4.55451370e-01, 3.54391118e-01, 8.09842488e-01
3.65000000e-01, 4.23964026e-01, 3.57432047e-01, 7.81396072e-01, 7.30000000e-01, 4.12239239e-01, 3.45955504e-01, 7.58194743e-01, 1.46000000e+00, 4.41706886e-01, 3.74005611e-01, 8.15712497e-01
3.70000000e-01, 4.23781521e-01, 3.57525538e-01, 7.81307060e-01, 7.40000000e-01, 4.23096298e-01, 3.34385383e-01, 7.57481681e-01, 1.48000000e+00, 4.31171977e-01, 3.84623901e-01, 8.15795878e-01
3.75000000e-01, 4.18047362e-01, 3.63061481e-01, 7.81108843e-01, 7.50000000e-01, 4.05461897e-01, 3.51037715e-01, 7.56499612e-01, 1.50000000e+00, 4.85731676e-01, 3.49256135e-01, 8.34987811e-01
3.80000000e-01, 4.09532745e-01, 3.71478338e-01, 7.81011083e-01, 7.60000000e-01, 3.76440335e-01, 3.78802514e-01, 7.55242849e-01, 1.52000000e+00, 4.75009113e-01, 3.60139753e-01, 8.35148866e-01
3.85000000e-01, 3.99773872e-01, 3.81321893e-01, 7.81095766e-01, 7.70000000e-01, 3.57847583e-01, 3.96785361e-01, 7.54632944e-01, 1.54000000e+00, 4.90356985e-01, 3.56752377e-01, 8.47109362e-01
3.90000000e-01, 3.88310664e-01, 3.92842077e-01, 7.81152741e-01, 7.80000000e-01, 3.61136081e-01, 3.94008350e-01, 7.55144431e-01, 1.56000000e+00, 4.72003417e-01, 3.73964278e-01, 8.45967695e-01
3.95000000e-01, 3.74543858e-01, 4.06586726e-01, 7.81130584e-01, 7.90000000e-01, 3.76533802e-01, 3.79383715e-01, 7.55917517e-01, 1.58000000e+00, 4.28843326e-01, 4.05413073e-01, 8.34256400e-01
4.00000000e-01, 3.59429941e-01, 4.21502783e-01, 7.80932723e-01, 8.00000000e-01, 3.88901088e-01, 3.67465853e-01, 7.56366941e-01, 1.60000000e+00, 5.03579593e-01, 3.53104708e-01, 8.56684301e-01
4.05000000e-01, 3.46384570e-01, 4.34222533e-01, 7.80607103e-01, 8.10000000e-01, 3.89897731e-01, 3.66232253e-01, 7.56129983e-01, 1.62000000e+00, 4.78317135e-01, 3.80753374e-01, 8.59070510e-01
4.10000000e-01, 3.40130795e-01, 4.40242249e-01, 7.80373044e-01, 8.20000000e-01, 3.83358843e-01, 3.72369403e-01, 7.55728246e-01, 1.64000000e+00, 4.92430753e-01, 3.95415474e-01, 8.87846227e-01
4.15000000e-01, 3.44161282e-01, 4.36164816e-01, 7.80326098e-01, 8.30000000e-01, 3.76255455e-01, 3.78986490e-01, 7.55241945e-01, 1.66000000e+00, 4.98949064e-01, 3.84362856e-01, 8.83311920e-01
4.20000000e-01, 3.58936541e-01, 4.21556233e-01, 7.80492774e-01, 8.40000000e-01, 3.74694513e-01, 3.80685242e-01, 7.55379755e-01, 1.68000000e+00, 5.13217919e-01, 3.84704997e-01, 8.97922916e-01
4.25000000e-01, 3.81514829e-01, 3.99309345e-01, 7.80824174e-01, 8.50000000e-01, 3.78518940e-01, 3.77763520e-01, 7.56282460e-01, 1.70000000e+00, 4.95938860e-01, 4.03183921e-01, 8.99122781e-01
4.30000000e-01, 4.06466146e-01, 3.74707278e-01, 7.81173424e-01, 8.60000000e-01, 3.77814101e-01, 3.78214082e-01, 7.56028183e-01, 1.72000000e+00, 5.08762702e-01, 3.97848299e-01, 9.06611001e-01
4.35000000e-01, 4.27618200e-01, 3.53926930e-01, 7.81545131e-01, 8.70000000e-01, 3.75323778e-01, 3.80772413e-01, 7.56096191e-01, 1.74000000e+00, 5.10313841e-01, 3.93570895e-01, 9.03884736e-01
4.40000000e-01, 4.39331271e-01, 3.42393415e-01, 7.81724686e-01, 8.80000000e-01, 3.73759423e-01, 3.81451847e-01, 7.55211270e-01, 1.76000000e+00, 5.18759500e-01, 3.91934205e-01, 9.10693705e-01
4.45000000e-01, 4.39064445e-01, 3.42535849e-01, 7.81600294e-01, 8.90000000e-01, 3.85517063e-01, 3.69427217e-01, 7.54944280e-01, 1.78000000e+00, 4.94894891e-01, 4.03352525e-01, 8.98247416e-01
4.50000000e-01, 4.28379334e-01, 3.52974130e-01, 7.81353464e-01, 9.00000000e-01, 4.11112746e-01, 3.46486247e-01, 7.57598993e-01, 1.80000000e+00, 5.26878086e-01, 3.90972844e-01, 9.17850930e-01
4.55000000e-01, 4.11305293e-01, 3.69705711e-01, 7.81011005e-01, 9.10000000e-01, 4.14070170e-01, 3.44342157e-01, 7.58412327e-01, 1.82000000e+00, 4.98511339e-01, 4.15391686e-01, 9.13903026e-01
4.60000000e-01, 3.93309742e-01, 3.87388201e-01, 7.80697943e-01, 9.20000000e-01, 3.85229330e-01, 3.69794632e-01, 7.55023962e-01, 1.84000000e+00, 5.51711363e-01, 3.89964345e-01, 9.41675708e-01
4.65000000e-01, 3.79242237e-01, 4.01341445e-01, 7.80583682e-01, 9.30000000e-01, 3.68475739e-01, 3.85608351e-01, 7.54084090e-01, 1.86000000e+00, 4.89277396e-01, 4.32726436e-01, 9.22003832e-01
4.70000000e-01, 3.71347044e-01, 4.09292832e-01, 7.80639876e-01, 9.40000000e-01, 3.78831451e-01, 3.76876796e-01, 7.55708247e-01, 1.88000000e+00, 5.18434902e-01, 4.14799438e-01, 9.33234341e-01
4.75000000e-01, 3.69704747e-01, 4.10943679e-01, 7.80648425e-01, 9.50000000e-01, 3.90271365e-01, 3.66921040e-01, 7.57192405e-01, 1.90000000e+00, 5.46284267e-01, 4.00421509e-01, 9.46705776e-01
4.80000000e-01, 3.73873109e-01, 4.06893818e-01, 7.80766928e-01, 9.60000000e-01, 3.79552888e-01, 3.76413279e-01, 7.55966167e-01, 1.92000000e+00, 5.21579020e-01, 4.24780747e-01, 9.46359766e-01
4.85000000e-01, 3.81854865e-01, 3.99143460e-01, 7.80998325e-01, 9.70000000e-01, 3.66269890e-01, 3.87153906e-01, 7.53423796e-01, 1.94000000e+00, 5.43939356e-01, 4.16100952e-01, 9.60040308e-01
4.90000000e-01, 3.89870074e-01, 3.91411495e-01, 7.81281569e-01, 9.80000000e-01, 3.85112865e-01, 3.69830419e-01, 7.54943285e-01, 1.96000000e+00, 5.23084240e-01, 4.30796545e-01, 9.53880785e-01
4.95000000e-01, 3.93764112e-01, 3.87648146e-01, 7.81412257e-01, 9.90000000e-01, 4.09404644e-01, 3.49217072e-01, 7.58621717e-01, 1.98000000e+00, 5.46308362e-01, 4.13485062e-01, 9.59793425e-01
5.00000000e-01, 3.91580049e-01, 3.89675181e-01, 7.81255230e-01, 1.00000000e+00, 3.91527589e-01, 3.64756090e-01, 7.56283679e-01, 2.00000000e+00, 5.61270783e-01, 4.03992446e-01, 9.65263229e-01
5.05000000e-01, 3.85071075e-01, 3.95980147e-01, 7.81051222e-01, 1.01000000e+00, 3.62191100e-01, 3.91842854e-01, 7.54033954e-01, 2.02000000e+00, 5.48732032e-01, 4.28552470e-01, 9.77284502e-01
5.10000000e-01, 3.77585282e-01, 4.03267696e-01, 7.80852978e-01, 1.02000000e+00, 3.60522342e-01, 3.94478134e-01, 7.55000476e-01, 2.04000000e+00, 5.31854695e-01, 4.50217191e-01, 9.82071886e-01
5.15000000e-01, 3.72367649e-01, 4.08351634e-01, 7.80719284e-01, 1.03000000e+00, 3.76314375e-01, 3.80496567e-01, 7.56810942e-01, 2.06000000e+00, 5.90532880e-01, 4.17784782e-01, 1.00831766e+00
5.20000000e-01, 3.71569037e-01, 4.09149047e-01, 7.80718084e-01, 1.04000000e+00, 3.84824206e-01, 3.71742283e-01, 7.56566489e-01, 2.08000000e+00, 5.58294155e-01, 4.37163830e-01, 9.95457985e-01
5.25000000e-01, 3.75288249e-01, 4.05549441e-01, 7.80837690e-01, 1.05000000e+00, 3.86496341e-01, 3.69551466e-01, 7.56047808e-01, 2.10000000e+00, 5.54593121e-01, 4.52107885e-01, 1.00670101e+00
5.30000000e-01, 3.81532156e-01, 3.99498383e-01, 7.81030539e-01, 1.06000000e+00, 3.87961568e-01, 3.67858426e-01, 7.55819994e-01, 2.12000000e+00, 5.29254230e-01, 4.66781190e-01, 9.96035420e-01
5.35000000e-01, 3.87407534e-01, 3.93715918e-01, 7.81123452e-01, 1.07000000e+00, 3.93445109e-01, 3.62539996e-01, 7.55985104e-01, 2.14000000e+00, 5.86946216e-01, 4.40563161e-01, 1.02750938e+00
5.40000000e-01, 3.91015007e-01, 3.90143647e-01, 7.81158655e-01, 1.08000000e+00, 3.97470213e-01, 3.59909294e-01, 7.57379507e-01, 2.16000000e+00, 5.74844735e-01, 4.67000776e-01, 1.04184551e+00
5.45000000e-01, 3.91653500e-01, 3.89421557e-01, 7.81075057e-01, 1.09000000e+00, 3.80124661e-01, 3.75631425e-01, 7.55756086e-01, 2.18000000e+00, 6.18232082e-01, 4.43936267e-01, 1.06216835e+00
5.50000000e-01, 3.90120683e-01, 3.90854098e-01, 7.80974781e-01, 1.10000000e+00, 3.62877910e-01, 3.91624949e-01, 7.54502858e-01, 2.20000000e+00, 6.04224652e-01, 4.73111527e-01, 1.07733618e+00
5.55000000e-01, 3.87968788e-01, 3.92837612e-01, 7.80806399e-01, 1.11000000e+00, 3.66679694e-01, 3.89139501e-01, 7.55819195e-01, 2.22000000e+00, 6.22876345e-01, 4.63328516e-01, 1.08620486e+00
5.60000000e-01, 3.87230555e-01, 3.93522700e-01, 7.80753255e-01, 1.12000000e+00, 3.77169666e-01, 3.78714129e-01, 7.55883795e-01, 2.24000000e+00, 6.65962244e-01, 4.49592960e-01, 1.11555520e+00
